,prepost,synapse_id,synapse_x,synapse_y,synapse_z,synapse_size,segment_id
671,postsyn,471731355,1464200,633620,1109560,2616,864691135510518224
672,postsyn,477550182,1474648,616384,1110240,17096,864691135510518224
673,postsyn,477550994,1478784,612776,1108160,16076,864691135510518224
674,postsyn,481113246,1475088,618872,1104200,3268,864691135510518224
675,postsyn,493751722,1524672,534528,1098880,8640,864691135510518224
676,postsyn,480236203,1486476,585028,1054880,15684,864691135510518224
677,postsyn,480829320,1488256,581464,1050280,5356,864691135510518224
678,postsyn,486025597,1489264,576248,1039800,6428,864691135510518224
679,postsyn,493899898,1523328,539336,1101640,11552,864691135510518224
680,postsyn,481607141,1486048,643608,1111400,1452,864691135510518224
681,postsyn,483707534,1492888,580224,1104560,6452,864691135510518224
682,postsyn,475477469,1461656,612912,1101160,1324,864691135510518224
683,postsyn,488968105,1512288,612528,1070480,4072,864691135510518224
684,postsyn,492054296,1528488,622560,1057920,8156,864691135510518224
685,postsyn,486008840,1500216,608792,1097200,4776,864691135510518224
686,postsyn,485976409,1494296,640504,1069320,3012,864691135510518224
687,postsyn,494970805,1542268,508908,1109640,7316,864691135510518224
688,postsyn,482426658,1490780,558476,1104960,17696,864691135510518224
689,postsyn,488932205,1512472,574872,1105480,692,864691135510518224
690,postsyn,484194907,1496552,568560,1027280,3836,864691135510518224
691,postsyn,486031731,1489372,570592,1030560,11036,864691135510518224
692,postsyn,485975016,1492608,638664,1071560,2272,864691135510518224
693,postsyn,484589818,1490032,578408,1044160,3364,864691135510518224
694,postsyn,493734123,1523424,530424,1109840,6680,864691135510518224
695,postsyn,486007764,1495776,606912,1097240,20256,864691135510518224
696,postsyn,475477831,1463504,609832,1103440,17376,864691135510518224
697,postsyn,486006554,1490996,612916,1098080,13180,864691135510518224
698,postsyn,493671467,1529408,605512,1084680,5980,864691135510518224
699,postsyn,483707594,1493216,578712,1104360,3504,864691135510518224
700,postsyn,490059838,1511896,606512,1096160,724,864691135510518224
701,postsyn,490059480,1510376,606872,1097320,256,864691135510518224
702,postsyn,488162222,1517576,566744,1108040,7080,864691135510518224
703,postsyn,478344456,1474280,580428,1110440,808,864691135510518224
704,postsyn,477536365,1487712,605920,1104440,24328,864691135510518224
705,postsyn,484204372,1489320,620664,1089360,10988,864691135510518224
706,postsyn,488232344,1505712,538856,1106800,6164,864691135510518224
707,postsyn,479386341,1486200,635232,1080280,1324,864691135510518224
708,postsyn,479386372,1486456,636048,1079840,2224,864691135510518224
709,postsyn,493734163,1523744,527600,1107360,21580,864691135510518224
710,postsyn,480236407,1487056,583472,1060480,1676,864691135510518224
711,postsyn,480236505,1487600,583896,1064240,17004,864691135510518224
712,postsyn,484501768,1499616,565352,1022840,4520,864691135510518224
713,postsyn,475477556,1462072,611304,1102720,420,864691135510518224
714,postsyn,486025438,1488560,578312,1038840,5848,864691135510518224
715,postsyn,493669779,1521504,606552,1090080,13192,864691135510518224
716,postsyn,488904275,1519344,616888,1058720,6336,864691135510518224
717,postsyn,480860323,1486324,627752,1086960,8068,864691135510518224
718,postsyn,482469216,1491152,594584,1091760,5440,864691135510518224
719,postsyn,466547597,1454424,636712,1087120,3856,864691135510518224
720,postsyn,469701428,1452752,628824,1099320,13284,864691135510518224
721,postsyn,466620962,1452336,640088,1083880,4912,864691135510518224
722,postsyn,478345613,1478928,584488,1106760,2400,864691135510518224
723,postsyn,478345767,1479856,585224,1105320,4332,864691135510518224
724,postsyn,478880291,1481912,586072,1102600,1716,864691135510518224
725,postsyn,478880433,1482576,587616,1100760,3088,864691135510518224
726,postsyn,478880780,1484112,589672,1098040,2352,864691135510518224
727,postsyn,478881057,1485680,590368,1096600,1928,864691135510518224
728,postsyn,478881266,1487220,590272,1095080,3664,864691135510518224
729,postsyn,488899029,1509616,577592,1104800,3044,864691135510518224
730,postsyn,486157136,1488640,636912,1078680,2372,864691135510518224
731,postsyn,485974680,1491016,642168,1068800,20644,864691135510518224
732,postsyn,493806658,1532024,605344,1082160,1836,864691135510518224
733,postsyn,472898161,1471140,616064,1113200,3588,864691135510518224
734,postsyn,488932909,1515184,571688,1105400,1476,864691135510518224
735,postsyn,488900579,1516580,572744,1103960,10588,864691135510518224
736,postsyn,493670165,1523368,607280,1089840,3936,864691135510518224
737,postsyn,482737509,1491836,585780,1113920,748,864691135510518224
738,postsyn,480319146,1486324,585448,1069520,24024,864691135510518224
739,postsyn,488967160,1506388,609396,1073640,2000,864691135510518224
740,postsyn,492052464,1525184,620896,1054080,3304,864691135510518224
741,postsyn,493900023,1524136,540328,1100120,6180,864691135510518224
742,postsyn,483597017,1494908,572196,1108240,4036,864691135510518224
743,postsyn,491727996,1526424,529296,1094240,316,864691135510518224
744,postsyn,493915320,1523536,561848,1110680,2772,864691135510518224
745,postsyn,493915625,1525336,561168,1110640,208,864691135510518224
746,postsyn,493671180,1528336,607976,1085840,11080,864691135510518224
747,postsyn,488968197,1512880,609488,1071200,21132,864691135510518224
748,postsyn,493670896,1526968,605296,1085360,7516,864691135510518224
749,postsyn,482427815,1498160,566608,1104560,17804,864691135510518224
750,postsyn,488930953,1507988,579364,1105440,6672,864691135510518224
751,postsyn,471802449,1462928,634944,1109400,488,864691135510518224
752,postsyn,493670130,1523360,607112,1087520,11044,864691135510518224
753,postsyn,482531792,1492592,555992,1106000,3488,864691135510518224
754,postsyn,483596628,1493464,578896,1105200,4244,864691135510518224
755,postsyn,482739242,1498920,589592,1111840,2884,864691135510518224
756,postsyn,492121181,1535080,628992,1072360,7680,864691135510518224
757,postsyn,497929100,1558744,587440,1068360,3248,864691135510518224
758,postsyn,477549992,1473712,609544,1109560,24184,864691135510518224
759,postsyn,493670768,1526240,606624,1087560,1772,864691135510518224
760,postsyn,492054346,1528928,624344,1064040,17244,864691135510518224
761,postsyn,493424613,1530360,519660,1105840,728,864691135510518224
762,postsyn,477531193,1472792,616432,1103800,4792,864691135510518224
763,postsyn,488899590,1512068,577152,1104840,1844,864691135510518224
764,postsyn,482738869,1497472,586436,1109760,5196,864691135510518224
765,postsyn,493734889,1526304,525248,1107400,4248,864691135510518224
766,postsyn,493671142,1527992,606616,1085480,2332,864691135510518224
767,postsyn,488968920,1513880,611184,1066320,4840,864691135510518224
768,postsyn,488339664,1518408,619104,1060360,9168,864691135510518224
769,postsyn,487456550,1508232,561168,1104920,9304,864691135510518224
770,postsyn,478360433,1484568,584040,1097640,2332,864691135510518224
